Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumberCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Rarely,Research & Development,25,College,Life Sciences,1888,Medium,Female,Medium,Experienced,Manufacturing Director,Very High,Married,5906,0,No,13,Excellent,Very High,Medium,10,2,Good,9,8,3,8
36,No,Travel_Frequently,Human Resources,2,Below College,Human Resources,1890,Medium,Male,Medium,Experienced,Human Resources,Very High,Single,3886,1,No,21,Outstanding,Very High,None,10,2,Good,10,1,0,8
40,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1892,Low,Male,High,Manager,Manager,Low,Divorced,16823,2,No,11,Excellent,Low,Low,22,3,Better,19,7,11,16
26,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1893,Medium,Female,Medium,Entry,Research Scientist,High,Married,2933,1,Yes,13,Excellent,High,Low,1,3,Good,1,0,1,0
27,No,Travel_Rarely,Sales,2,College,Medical,1898,Low,Female,Very High,Experienced,Sales Executive,High,Single,6500,0,No,14,Excellent,Medium,None,9,5,Good,8,7,0,7
48,No,Travel_Frequently,Research & Development,22,Bachelors,Medical,1900,Very High,Female,High,Manager,Manager,Very High,Divorced,17174,3,No,11,Excellent,Medium,Low,24,3,Better,22,17,4,7
44,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1903,Medium,Male,Very High,Experienced,Healthcare Representative,Low,Married,5033,2,No,15,Excellent,Very High,Low,10,5,Better,2,0,2,2
34,Yes,Non-Travel,Research & Development,16,Masters,Technical Degree,1905,Very High,Male,Low,Entry,Research Scientist,Low,Married,2307,1,Yes,23,Outstanding,Medium,Low,5,2,Better,5,2,3,0
56,Yes,Travel_Rarely,Research & Development,24,College,Life Sciences,1907,Low,Male,High,Entry,Laboratory Technician,Very High,Single,2587,1,No,16,Excellent,Very High,None,5,3,Better,4,2,1,0
36,No,Travel_Rarely,Sales,17,College,Marketing,1908,High,Male,Medium,Experienced,Sales Executive,Medium,Married,5507,2,No,16,Excellent,High,Medium,12,1,Bad,4,2,1,3
41,No,Travel_Rarely,Sales,8,Bachelors,Marketing,1909,High,Female,High,Experienced,Sales Executive,Medium,Married,4393,5,No,21,Outstanding,High,Low,14,3,Better,5,4,1,4
42,No,Travel_Rarely,Research & Development,6,Bachelors,Medical,1911,High,Male,High,Senior,Research Director,Low,Married,13348,9,No,13,Excellent,Medium,Low,18,3,Best,13,7,5,7
31,No,Travel_Rarely,Sales,10,College,Medical,1912,High,Female,High,Experienced,Sales Executive,Very High,Divorced,6583,2,Yes,11,Excellent,Very High,Low,8,2,Better,5,2,1,4
34,No,Travel_Rarely,Sales,3,Below College,Medical,1915,Very High,Female,Medium,Experienced,Sales Executive,Very High,Married,8103,3,Yes,12,Excellent,High,None,9,3,Good,4,2,0,1
31,No,Travel_Rarely,Research & Development,4,Bachelors,Medical,1916,Low,Female,Very High,Entry,Laboratory Technician,High,Divorced,3978,8,No,12,Excellent,Medium,Low,4,0,Good,2,2,2,2
26,No,Travel_Frequently,Research & Development,6,Bachelors,Other,1918,High,Male,Very High,Entry,Laboratory Technician,Very High,Married,2544,0,No,18,Excellent,Low,Low,8,3,Better,7,7,7,7
45,No,Travel_Frequently,Research & Development,1,Masters,Medical,1922,Medium,Male,High,Experienced,Healthcare Representative,High,Single,5399,4,No,12,Excellent,High,None,12,3,Better,4,2,0,3
33,No,Travel_Rarely,Sales,10,Masters,Marketing,1924,Medium,Male,High,Experienced,Sales Executive,High,Single,5487,1,No,14,Excellent,Medium,None,10,2,Good,10,4,0,9
28,No,Travel_Frequently,Sales,1,College,Life Sciences,1927,High,Male,Medium,Experienced,Sales Executive,Very High,Married,6834,1,Yes,12,Excellent,High,Low,7,2,Better,7,7,0,7
29,Yes,Travel_Frequently,Sales,24,Bachelors,Technical Degree,1928,High,Male,Very High,Entry,Sales Representative,Low,Single,1091,1,No,17,Excellent,Very High,None,1,3,Better,1,0,0,0
39,No,Non-Travel,Sales,21,Masters,Life Sciences,1929,Low,Female,Low,Experienced,Sales Executive,High,Married,5736,6,No,19,Excellent,High,Low,10,1,Better,3,2,1,2
27,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,1931,Medium,Male,High,Entry,Research Scientist,Medium,Married,2226,1,No,11,Excellent,High,Low,6,3,Good,5,3,1,2
34,No,Travel_Frequently,Research & Development,22,Masters,Other,1932,High,Male,Medium,Experienced,Research Scientist,Very High,Married,5747,1,Yes,15,Excellent,Medium,None,16,3,Better,15,10,6,11
28,Yes,Travel_Rarely,Sales,13,College,Marketing,1933,Very High,Female,High,Experienced,Sales Executive,High,Single,9854,3,Yes,11,Excellent,Very High,None,6,0,Better,2,0,2,2
47,No,Non-Travel,Research & Development,14,Masters,Technical Degree,1934,High,Male,High,Experienced,Research Scientist,Medium,Married,5467,8,No,18,Excellent,High,Low,16,4,Best,8,7,1,7
56,No,Travel_Rarely,Sales,11,Doctorate,Marketing,1935,Very High,Female,Medium,Experienced,Sales Executive,Low,Married,5380,4,No,16,Excellent,High,Low,6,3,Better,0,0,0,0
39,No,Travel_Rarely,Research & Development,9,College,Medical,1936,Low,Male,High,Experienced,Manufacturing Director,Low,Married,5151,1,No,25,Outstanding,Very High,Low,10,3,Better,10,0,7,9
38,No,Travel_Frequently,Research & Development,8,Bachelors,Medical,1937,Very High,Female,Medium,Experienced,Research Scientist,Medium,Divorced,2133,1,Yes,16,Excellent,High,Low,20,3,Better,20,11,0,7
58,No,Travel_Rarely,Sales,21,Bachelors,Life Sciences,1938,Very High,Female,High,Manager,Manager,Very High,Married,17875,4,Yes,13,Excellent,High,Low,29,2,Good,1,0,0,0
32,Yes,Travel_Frequently,Research & Development,5,College,Life Sciences,1939,Low,Female,Very High,Entry,Research Scientist,High,Single,2432,3,Yes,14,Excellent,Low,None,8,2,Better,4,1,0,3
38,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1940,Medium,Male,High,Entry,Research Scientist,Very High,Divorced,4771,2,No,19,Excellent,Very High,Medium,10,0,Best,5,2,0,3
49,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1941,Medium,Male,High,Director,Research Director,Very High,Married,19161,3,No,15,Excellent,Very High,None,28,3,Better,5,4,4,3
42,No,Travel_Rarely,Sales,12,Masters,Marketing,1943,Medium,Male,High,Experienced,Sales Executive,Very High,Divorced,5087,3,Yes,12,Excellent,High,Medium,14,4,Better,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,22,Bachelors,Human Resources,1944,Low,Female,Medium,Entry,Human Resources,Medium,Married,2863,1,No,12,Excellent,Low,None,1,2,Better,1,0,0,0
35,No,Travel_Rarely,Sales,18,Masters,Medical,1945,Medium,Male,High,Experienced,Sales Executive,Low,Married,5561,0,No,16,Excellent,Very High,Low,6,2,Bad,5,3,0,4
28,No,Non-Travel,Research & Development,16,Bachelors,Medical,1947,High,Male,High,Entry,Research Scientist,High,Single,2144,1,No,14,Excellent,High,None,5,3,Good,5,3,1,4
31,No,Non-Travel,Research & Development,3,College,Medical,1948,High,Male,High,Entry,Research Scientist,Low,Divorced,3065,1,Yes,13,Excellent,Very High,Low,4,3,Best,4,2,2,3
36,No,Non-Travel,Research & Development,9,Masters,Life Sciences,1949,Low,Male,Very High,Entry,Laboratory Technician,Medium,Married,2810,1,No,22,Outstanding,Medium,None,5,3,Better,5,4,0,2
34,No,Travel_Rarely,Sales,1,Bachelors,Marketing,1950,Low,Male,High,Senior,Sales Executive,Very High,Single,9888,1,No,21,Outstanding,Low,None,14,3,Good,14,8,2,1
34,No,Travel_Rarely,Sales,13,Masters,Medical,1951,Very High,Male,High,Senior,Sales Executive,High,Divorced,8628,1,No,18,Excellent,High,Low,9,2,Good,8,7,1,1
26,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1952,High,Male,High,Entry,Laboratory Technician,Low,Single,2867,0,No,13,Excellent,Very High,None,8,6,Good,7,7,7,6
29,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1954,Low,Male,High,Experienced,Healthcare Representative,Low,Married,5373,0,No,12,Excellent,Low,Low,6,5,Good,5,3,0,2
32,No,Non-Travel,Research & Development,15,Masters,Medical,1955,High,Female,High,Experienced,Healthcare Representative,Very High,Divorced,6667,5,No,18,Excellent,Medium,Low,9,6,Better,5,1,1,2
31,No,Travel_Frequently,Research & Development,1,Bachelors,Life Sciences,1956,Very High,Male,Low,Experienced,Research Scientist,Low,Married,5003,1,No,21,Outstanding,Medium,None,10,6,Better,10,8,8,7
28,Yes,Travel_Rarely,Research & Development,17,Bachelors,Technical Degree,1960,High,Male,Medium,Entry,Laboratory Technician,Very High,Divorced,2367,5,No,12,Excellent,Low,Low,6,2,Good,4,1,0,3
38,No,Travel_Rarely,Sales,1,Bachelors,Life Sciences,1961,Low,Male,Medium,Entry,Sales Representative,Low,Single,2858,4,No,14,Excellent,Low,None,20,3,Good,1,0,0,0
35,No,Travel_Rarely,Sales,7,Masters,Life Sciences,1962,High,Female,High,Experienced,Sales Executive,Very High,Married,5204,1,Yes,11,Excellent,Very High,None,10,2,Better,10,8,0,9
27,No,Travel_Rarely,Sales,9,Bachelors,Marketing,1965,Very High,Male,High,Experienced,Sales Executive,Very High,Single,4105,1,No,14,Excellent,Low,None,7,5,Better,7,7,0,7
32,No,Travel_Rarely,Research & Development,5,Masters,Life Sciences,1966,Very High,Male,Medium,Experienced,Manufacturing Director,Very High,Single,9679,8,No,24,Outstanding,Medium,None,8,1,Better,1,0,0,0
31,Yes,Travel_Frequently,Sales,26,Masters,Marketing,1967,Low,Male,High,Experienced,Sales Executive,Very High,Married,5617,1,Yes,11,Excellent,High,None,10,4,Better,10,7,0,8
53,Yes,Travel_Rarely,Sales,24,Masters,Life Sciences,1968,Low,Male,High,Senior,Sales Executive,Low,Single,10448,6,Yes,13,Excellent,Medium,None,15,2,Good,2,2,2,2
54,No,Travel_Rarely,Research & Development,9,College,Life Sciences,1969,Low,Female,High,Experienced,Research Scientist,High,Married,2897,3,No,11,Excellent,High,Medium,9,6,Good,4,3,2,3
33,No,Travel_Frequently,Research & Development,7,College,Life Sciences,1970,Very High,Male,High,Experienced,Healthcare Representative,High,Divorced,5968,1,No,20,Outstanding,High,High,9,2,Better,9,7,2,8
43,No,Travel_Rarely,Research & Development,11,Bachelors,Life Sciences,1971,Low,Male,High,Senior,Healthcare Representative,High,Married,7510,1,No,17,Excellent,Medium,Low,10,1,Better,10,9,0,9
38,No,Travel_Frequently,Human Resources,1,Masters,Other,1972,Very High,Male,High,Entry,Human Resources,Medium,Married,2991,0,Yes,11,Excellent,Medium,Low,7,2,Better,6,2,1,2
55,No,Travel_Rarely,Human Resources,26,Masters,Human Resources,1973,High,Male,Very High,Director,Manager,Medium,Married,19636,4,Yes,18,Excellent,Low,Low,35,0,Better,10,9,1,4
31,No,Travel_Rarely,Research & Development,2,Below College,Medical,1974,Very High,Female,Low,Entry,Laboratory Technician,Very High,Divorced,1129,1,Yes,11,Excellent,High,High,1,4,Better,1,0,0,0
39,No,Travel_Rarely,Sales,15,Masters,Marketing,1975,Medium,Male,High,Manager,Sales Executive,Low,Single,13341,0,No,12,Excellent,Low,None,21,3,Better,20,8,11,10
42,No,Non-Travel,Research & Development,23,College,Life Sciences,1976,Very High,Male,Medium,Experienced,Research Scientist,High,Single,4332,1,No,12,Excellent,Very High,None,20,2,Better,20,9,3,7
31,No,Non-Travel,Research & Development,10,Bachelors,Medical,1979,High,Female,High,Senior,Research Director,High,Married,11031,4,No,20,Outstanding,High,Low,13,2,Best,11,7,4,8
54,No,Travel_Rarely,Research & Development,10,Bachelors,Medical,1980,High,Female,High,Experienced,Manufacturing Director,Low,Single,4440,6,Yes,19,Excellent,Very High,None,9,3,Better,5,2,1,4
24,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1981,Medium,Male,Medium,Experienced,Healthcare Representative,High,Single,4617,1,No,12,Excellent,Medium,None,4,2,Good,4,3,1,2
23,No,Travel_Rarely,Research & Development,12,College,Other,1982,Very High,Male,High,Entry,Laboratory Technician,Very High,Single,2647,1,No,13,Excellent,High,None,5,6,Best,5,2,1,4
40,No,Travel_Frequently,Research & Development,11,Bachelors,Technical Degree,1985,Very High,Female,High,Experienced,Laboratory Technician,High,Married,6323,1,No,11,Excellent,Low,Low,10,2,Best,10,9,9,4
40,No,Travel_Rarely,Sales,2,College,Marketing,1986,Medium,Female,High,Experienced,Sales Executive,Medium,Married,5677,3,No,14,Excellent,High,Low,15,4,Better,11,8,5,10
25,No,Travel_Rarely,Human Resources,2,Bachelors,Human Resources,1987,High,Female,High,Entry,Human Resources,Medium,Married,2187,4,No,14,Excellent,High,None,6,3,Better,2,0,1,2
30,No,Travel_Rarely,Research & Development,1,College,Medical,1989,Very High,Male,High,Entry,Laboratory Technician,Medium,Married,3748,1,No,13,Excellent,High,None,12,6,Good,12,8,1,7
25,No,Travel_Rarely,Research & Development,2,Below College,Other,1992,Very High,Male,High,Entry,Laboratory Technician,High,Divorced,3977,6,Yes,19,Excellent,High,Low,7,2,Good,2,2,0,2
47,No,Travel_Rarely,Research & Development,25,Bachelors,Medical,1993,Low,Male,High,Senior,Healthcare Representative,High,Single,8633,2,No,23,Outstanding,Medium,None,25,3,Better,17,14,12,11
33,No,Non-Travel,Research & Development,1,College,Medical,1994,Medium,Male,Medium,Entry,Laboratory Technician,High,Divorced,2008,1,No,12,Excellent,High,High,1,2,Good,1,1,0,0
38,No,Travel_Rarely,Sales,1,Masters,Life Sciences,1995,Very High,Male,High,Experienced,Sales Executive,Medium,Married,4440,0,No,15,Excellent,Low,Medium,16,3,Better,15,13,5,8
31,No,Travel_Rarely,Sales,2,College,Life Sciences,1996,Low,Male,High,Entry,Sales Representative,High,Married,3067,0,No,19,Excellent,High,Low,3,1,Better,2,2,1,2
38,No,Travel_Frequently,Research & Development,6,Masters,Life Sciences,1997,Low,Male,Medium,Experienced,Manufacturing Director,High,Married,5321,2,No,11,Excellent,Very High,Low,10,1,Better,8,3,7,7
42,No,Travel_Rarely,Research & Development,18,Masters,Life Sciences,1998,Very High,Male,High,Experienced,Research Scientist,Low,Divorced,5410,6,Yes,17,Excellent,High,Low,9,3,Good,4,3,1,2
41,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1999,Very High,Male,High,Entry,Research Scientist,Very High,Married,2782,3,No,22,Outstanding,Low,Low,12,3,Better,5,3,1,0
47,No,Non-Travel,Research & Development,1,Below College,Medical,2000,High,Female,High,Senior,Research Director,Medium,Married,11957,0,No,18,Excellent,Low,Medium,14,3,Bad,13,8,5,12
35,No,Travel_Rarely,Research & Development,11,Masters,Medical,2003,Very High,Male,High,Entry,Laboratory Technician,High,Married,2660,7,Yes,11,Excellent,High,Low,5,3,Better,2,2,2,2
22,No,Travel_Rarely,Research & Development,1,College,Life Sciences,2007,Very High,Male,High,Entry,Research Scientist,High,Single,3375,0,No,12,Excellent,Very High,None,4,2,Best,3,2,1,2
35,No,Travel_Rarely,Research & Development,9,Masters,Medical,2008,Medium,Male,High,Experienced,Research Scientist,High,Single,5098,1,No,19,Excellent,Medium,None,10,5,Better,10,7,0,8
33,No,Travel_Rarely,Research & Development,15,College,Medical,2009,Medium,Female,High,Experienced,Healthcare Representative,Very High,Married,4878,0,Yes,13,Excellent,Low,Low,10,6,Better,9,7,8,1
32,No,Travel_Rarely,Research & Development,29,Masters,Life Sciences,2010,High,Female,Medium,Entry,Laboratory Technician,Medium,Single,2837,1,No,13,Excellent,High,None,6,3,Better,6,2,4,1
40,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,2012,Low,Male,High,Entry,Laboratory Technician,Very High,Married,2406,8,No,19,Excellent,High,Medium,8,3,Good,1,0,0,0
32,No,Travel_Rarely,Sales,1,Masters,Medical,2013,Medium,Male,Medium,Entry,Sales Representative,Medium,Married,2269,0,No,14,Excellent,Medium,Low,3,2,Better,2,2,2,2
39,No,Travel_Rarely,Research & Development,24,Below College,Life Sciences,2014,Low,Male,High,Experienced,Research Scientist,Very High,Single,4108,7,No,13,Excellent,Low,None,18,2,Better,7,7,1,7
38,No,Travel_Rarely,Research & Development,10,Bachelors,Medical,2015,Medium,Female,Low,Senior,Research Director,High,Married,13206,3,No,12,Excellent,Low,Low,20,3,Better,18,16,1,11
32,No,Travel_Rarely,Sales,1,Masters,Marketing,2016,High,Female,High,Senior,Sales Executive,Very High,Married,10422,1,No,19,Excellent,High,Medium,14,3,Better,14,10,5,7
37,No,Travel_Rarely,Research & Development,10,Bachelors,Life Sciences,2017,High,Female,Very High,Senior,Research Director,Very High,Married,13744,1,Yes,25,Outstanding,Low,Low,16,2,Better,16,11,6,8
25,No,Travel_Rarely,Sales,8,College,Other,2018,Low,Female,High,Experienced,Sales Executive,High,Divorced,4907,0,Yes,22,Outstanding,Medium,Low,6,3,Good,5,3,0,4
52,No,Non-Travel,Sales,29,Masters,Life Sciences,2019,Low,Male,High,Entry,Sales Representative,Very High,Divorced,3482,2,No,15,Excellent,Medium,Medium,16,3,Good,9,8,0,0
44,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,2020,Medium,Male,High,Entry,Research Scientist,Very High,Single,2436,6,Yes,12,Excellent,High,None,6,2,Better,4,3,1,2
21,No,Travel_Rarely,Sales,5,Below College,Medical,2021,High,Male,High,Entry,Sales Representative,Low,Single,2380,1,Yes,11,Excellent,Very High,None,2,6,Better,2,2,1,2
39,No,Non-Travel,Research & Development,9,Bachelors,Life Sciences,2022,Very High,Male,High,Director,Manager,Very High,Single,19431,2,No,13,Excellent,High,None,21,3,Good,6,0,1,3
23,Yes,Travel_Frequently,Sales,9,Bachelors,Marketing,2023,Very High,Male,High,Entry,Sales Representative,Low,Married,1790,1,No,19,Excellent,Low,Low,1,3,Good,1,0,1,0
36,No,Travel_Rarely,Sales,3,Bachelors,Medical,2024,Low,Female,Medium,Senior,Sales Executive,Very High,Married,7644,0,No,19,Excellent,High,Medium,10,2,Better,9,7,3,4
36,No,Travel_Frequently,Research & Development,4,College,Life Sciences,2025,Very High,Female,High,Experienced,Manufacturing Director,Medium,Divorced,5131,7,No,13,Excellent,Medium,High,18,3,Better,4,2,0,2
56,No,Non-Travel,Research & Development,1,Masters,Life Sciences,2026,High,Male,High,Experienced,Healthcare Representative,High,Divorced,6306,1,No,21,Outstanding,Low,Low,13,2,Good,13,12,1,9
29,Yes,Travel_Rarely,Research & Development,1,Masters,Medical,2027,Low,Male,High,Entry,Research Scientist,Very High,Married,4787,9,Yes,14,Excellent,Medium,High,4,3,Best,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,2031,Low,Male,High,Director,Manager,High,Married,18880,5,No,11,Excellent,Low,None,24,2,Good,22,6,4,14
56,Yes,Travel_Rarely,Research & Development,7,College,Technical Degree,2032,Very High,Male,High,Entry,Laboratory Technician,High,Married,2339,8,No,11,Excellent,Very High,Low,14,4,Bad,10,9,9,8
41,No,Travel_Rarely,Research & Development,28,Masters,Life Sciences,2034,Low,Female,Medium,Manager,Manufacturing Director,Medium,Married,13570,0,No,23,Outstanding,High,Low,21,3,Better,20,7,0,10
34,No,Travel_Rarely,Sales,28,Bachelors,Marketing,2035,Very High,Female,Medium,Experienced,Sales Executive,High,Married,6712,1,No,21,Outstanding,Very High,Medium,8,2,Better,8,7,1,7
36,No,Non-Travel,Sales,15,Masters,Marketing,2036,Very High,Male,Low,Experienced,Sales Executive,Very High,Divorced,5406,1,No,24,Outstanding,Low,Low,15,4,Good,15,12,11,11
41,No,Travel_Rarely,Sales,3,Bachelors,Life Sciences,2037,High,Male,Medium,Experienced,Sales Executive,Medium,Divorced,8938,2,No,11,Excellent,High,Low,14,5,Better,5,4,0,4
32,No,Travel_Rarely,Research & Development,2,Bachelors,Technical Degree,2038,Very High,Male,High,Entry,Research Scientist,Low,Single,2439,1,No,14,Excellent,Very High,None,4,4,Better,4,2,1,2
35,No,Travel_Rarely,Human Resources,26,Masters,Life Sciences,2040,High,Female,High,Senior,Human Resources,Very High,Single,8837,1,Yes,16,Excellent,High,None,9,2,Better,9,0,1,7
38,No,Travel_Rarely,Sales,10,College,Life Sciences,2041,Low,Female,High,Experienced,Sales Executive,Very High,Married,5343,1,No,11,Excellent,High,Low,10,1,Better,10,7,1,9
